Navn;Kodeverdi;Eier;Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gyldig til;ID;Mer generelt begrep;Ekstern id
Lyngdal;4225;Kartverket;Gyldig;02.01.2023;1;Lyngdal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4225;;
Lyngdal;1032;Kartverket;Tilbaketrukket;02.01.2023;1;Lyngdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1032;;
Lyngen;5424;Kartverket;Tilbaketrukket;02.01.2023;1;Lyngen;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5424;;
Lyngen;1938;Kartverket;Tilbaketrukket;02.01.2023;1;Lyngen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1938;;
Lyngen;5536;Kartverket;Gyldig;02.01.2023;1;Lyngen;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5536;;
Lærdal;1422;Kartverket;Tilbaketrukket;02.01.2023;1;Lærdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1422;;
Lærdal;4642;Kartverket;Gyldig;02.01.2023;1;Lærdal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4642;;
Lødingen;1851;Kartverket;Gyldig;02.01.2023;1;Lødingen;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1851;;
Lørenskog;3029;Kartverket;Tilbaketrukket;02.01.2023;1;Lørenskog;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3029;;
Lørenskog;3222;Kartverket;Gyldig;02.01.2023;1;Lørenskog;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3222;;
Lørenskog;0230;Kartverket;Tilbaketrukket;02.01.2023;1;Lørenskog;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0230;;
Løten;0415;Kartverket;Tilbaketrukket;02.01.2023;1;Løten;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0415;;
Løten;3412;Kartverket;Gyldig;02.01.2023;1;Løten;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3412;;
Malvik;1663;Kartverket;Tilbaketrukket;02.01.2023;1;Malvik;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1663;;
Malvik;5031;Kartverket;Gyldig;02.01.2023;1;Malvik;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5031;;
Mandal;1002;Kartverket;Tilbaketrukket;02.01.2023;1;Mandal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1002;;
Marker;3122;Kartverket;Gyldig;02.01.2023;1;Marker;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3122;;
Marker;0119;Kartverket;Tilbaketrukket;02.01.2023;1;Marker;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0119;;
Marker;3013;Kartverket;Tilbaketrukket;02.01.2023;1;Marker;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3013;;
Marnardal;1021;Kartverket;Tilbaketrukket;02.01.2023;1;Marnardal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1021;;
Masfjorden;4634;Kartverket;Gyldig;02.01.2023;1;Masfjorden;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4634;;
Masfjorden;1266;Kartverket;Tilbaketrukket;02.01.2023;1;Masfjorden;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1266;;
Meland;1256;Kartverket;Tilbaketrukket;02.01.2023;1;Meland;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1256;;
Meldal;1636;Kartverket;Tilbaketrukket;02.01.2023;1;Meldal;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1636;;
Meldal;5023;Kartverket;Tilbaketrukket;02.01.2023;1;Meldal;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5023;;
Melhus;1653;Kartverket;Tilbaketrukket;02.01.2023;1;Melhus;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1653;;
Melhus;5028;Kartverket;Gyldig;02.01.2023;1;Melhus;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5028;;
Meløy;1837;Kartverket;Gyldig;02.01.2023;1;Meløy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1837;;
Meråker;1711;Kartverket;Tilbaketrukket;02.01.2023;1;Meråker;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1711;;
Meråker;5034;Kartverket;Gyldig;02.01.2023;1;Meråker;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5034;;
Midsund;1545;Kartverket;Tilbaketrukket;02.01.2023;1;Midsund;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1545;;
Midtre Gauldal;5027;Kartverket;Gyldig;02.01.2023;1;Midtre Gauldal;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5027;;
Midtre Gauldal;1648;Kartverket;Tilbaketrukket;02.01.2023;1;Midtre Gauldal;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1648;;
Midt-Telemark;4020;Kartverket;Gyldig;02.01.2023;1;Midt-Telemark;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4020;;
Midt-Telemark;3817;Kartverket;Tilbaketrukket;02.01.2023;1;Midt-Telemark;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3817;;
Modalen;1252;Kartverket;Tilbaketrukket;02.01.2023;1;Modalen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1252;;
Modalen;4629;Kartverket;Gyldig;02.01.2023;1;Modalen;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4629;;
Modum;3047;Kartverket;Tilbaketrukket;02.01.2023;1;Modum;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3047;;
Modum;3316;Kartverket;Gyldig;02.01.2023;1;Modum;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3316;;
Modum;0623;Kartverket;Tilbaketrukket;02.01.2023;1;Modum;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0623;;
Moland;0918;Kartverket;Tilbaketrukket;02.01.2023;1;Moland;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0918;;
Molde;1502;Kartverket;Tilbaketrukket;02.01.2023;1;Molde;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1502;;
Molde;1506;Kartverket;Gyldig;02.01.2023;1;Molde;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1506;;
Moskenes;1874;Kartverket;Gyldig;02.01.2023;1;Moskenes;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1874;;
Moss;0104;Kartverket;Tilbaketrukket;02.01.2023;1;Moss;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0104;;
Moss;3103;Kartverket;Gyldig;02.01.2023;1;Moss;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3103;;
Moss;3002;Kartverket;Tilbaketrukket;02.01.2023;1;Moss;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3002;;
Mosvik;1723;Kartverket;Tilbaketrukket;02.01.2023;1;Mosvik;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1723;;
Målselv;1924;Kartverket;Tilbaketrukket;02.01.2023;1;Målselv;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1924;;
Målselv;5418;Kartverket;Tilbaketrukket;02.01.2023;1;Målselv;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5418;;
Målselv;5524;Kartverket;Gyldig;02.01.2023;1;Målselv;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5524;;
Måsøy;5618;Kartverket;Gyldig;02.01.2023;1;Måsøy;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5618;;
Måsøy;2018;Kartverket;Tilbaketrukket;02.01.2023;1;Måsøy;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2018;;
Måsøy;5434;Kartverket;Tilbaketrukket;02.01.2023;1;Måsøy;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5434;;
Namdalseid;5040;Kartverket;Tilbaketrukket;02.01.2023;1;Namdalseid;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5040;;
Namdalseid;1725;Kartverket;Tilbaketrukket;02.01.2023;1;Namdalseid;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1725;;
Namsos;1703;Kartverket;Tilbaketrukket;02.01.2023;1;Namsos;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1703;;
Namsos;5005;Kartverket;Tilbaketrukket;02.01.2023;1;Namsos;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5005;;
Namsos – Nåavmesjenjaelmie;5007;Kartverket;Gyldig;02.01.2023;1;Namsos – Nåavmesjenjaelmie;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5007;;
Namsskogan;1740;Kartverket;Tilbaketrukket;02.01.2023;1;Namsskogan;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1740;;
Namsskogan;5044;Kartverket;Gyldig;02.01.2023;1;Namsskogan;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5044;;
Nannestad;0238;Kartverket;Tilbaketrukket;02.01.2023;1;Nannestad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0238;;
Nannestad;3036;Kartverket;Tilbaketrukket;02.01.2023;1;Nannestad;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3036;;
Nannestad;3238;Kartverket;Gyldig;02.01.2023;1;Nannestad;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3238;;
Narvik;1806;Kartverket;Gyldig;02.01.2023;1;Narvik;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1806;;
Narvik;1805;Kartverket;Tilbaketrukket;02.01.2023;1;Narvik;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1805;;
Naustdal;1433;Kartverket;Tilbaketrukket;02.01.2023;1;Naustdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1433;;
Nedre Eiker;0625;Kartverket;Tilbaketrukket;02.01.2023;1;Nedre Eiker;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0625;;
Nes;3228;Kartverket;Gyldig;02.01.2023;1;Nes;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3228;;
Nes (tidligere Nes i Akershus);3034;Kartverket;Tilbaketrukket;02.01.2023;1;Nes (tidligere Nes i Akershus);01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3034;;
Nes i Akershus;0236;Kartverket;Tilbaketrukket;02.01.2023;1;Nes i Akershus;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0236;;
Nes i Buskerud;0616;Kartverket;Tilbaketrukket;02.01.2023;1;Nes i Buskerud;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0616;;
Nesbyen;3322;Kartverket;Gyldig;02.01.2023;1;Nesbyen;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3322;;
Nesbyen (tidligere Nes i Buskerud);3040;Kartverket;Tilbaketrukket;02.01.2023;1;Nesbyen (tidligere Nes i Buskerud);01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3040;;
Nesna;1828;Kartverket;Gyldig;02.01.2023;1;Nesna;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1828;;
Nesodden;0216;Kartverket;Tilbaketrukket;02.01.2023;1;Nesodden;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0216;;
Nesodden;3023;Kartverket;Tilbaketrukket;02.01.2023;1;Nesodden;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3023;;
Nesodden;3212;Kartverket;Gyldig;02.01.2023;1;Nesodden;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3212;;
Nesset;1543;Kartverket;Tilbaketrukket;02.01.2023;1;Nesset;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1543;;
Nissedal;0830;Kartverket;Tilbaketrukket;02.01.2023;1;Nissedal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0830;;
Nissedal;4030;Kartverket;Gyldig;02.01.2023;1;Nissedal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4030;;
Nissedal;3822;Kartverket;Tilbaketrukket;02.01.2023;1;Nissedal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3822;;
Nittedal;3031;Kartverket;Tilbaketrukket;02.01.2023;1;Nittedal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3031;;
Nittedal;3232;Kartverket;Gyldig;02.01.2023;1;Nittedal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3232;;
Nittedal;0233;Kartverket;Tilbaketrukket;02.01.2023;1;Nittedal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0233;;
Nome;4018;Kartverket;Gyldig;02.01.2023;1;Nome;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4018;;
Nome;3816;Kartverket;Tilbaketrukket;02.01.2023;1;Nome;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3816;;
Nome;0819;Kartverket;Tilbaketrukket;02.01.2023;1;Nome;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0819;;
Nord-Aurdal;3451;Kartverket;Gyldig;02.01.2023;1;Nord-Aurdal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3451;;
Nord-Aurdal;0542;Kartverket;Tilbaketrukket;02.01.2023;1;Nord-Aurdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0542;;
Norddal;1524;Kartverket;Tilbaketrukket;02.01.2023;1;Norddal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1524;;
Nord-Fron;3436;Kartverket;Gyldig;02.01.2023;1;Nord-Fron;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3436;;
Nord-Fron;0516;Kartverket;Tilbaketrukket;02.01.2023;1;Nord-Fron;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0516;;
Nordkapp;2019;Kartverket;Tilbaketrukket;02.01.2023;1;Nordkapp;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2019;;
Nordkapp;5435;Kartverket;Tilbaketrukket;02.01.2023;1;Nordkapp;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5435;;
Nordkapp;5620;Kartverket;Gyldig;02.01.2023;1;Nordkapp;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5620;;
Nord-Odal;3414;Kartverket;Gyldig;02.01.2023;1;Nord-Odal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3414;;
Nord-Odal;0418;Kartverket;Tilbaketrukket;02.01.2023;1;Nord-Odal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0418;;
Nordre Follo;3207;Kartverket;Gyldig;02.01.2023;1;Nordre Follo;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3207;;
Nordre Follo;3020;Kartverket;Tilbaketrukket;02.01.2023;1;Nordre Follo;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3020;;
Nordre Land;0538;Kartverket;Tilbaketrukket;02.01.2023;1;Nordre Land;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0538;;
Nordre Land;3448;Kartverket;Gyldig;02.01.2023;1;Nordre Land;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3448;;
Nordreisa - Ráisa - Raisi;5544;Kartverket;Gyldig;02.01.2023;1;Nordreisa - Ráisa - Raisi;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5544;;
Nordreisa – Ráisa – Raisi;5428;Kartverket;Tilbaketrukket;02.01.2023;1;Nordreisa – Ráisa – Raisi;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5428;;
Nordreisa – Ráisa – Raisi;1942;Kartverket;Tilbaketrukket;02.01.2023;1;Nordreisa – Ráisa – Raisi;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1942;;
Nore og Uvdal;0633;Kartverket;Tilbaketrukket;02.01.2023;1;Nore og Uvdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0633;;
Nore og Uvdal;3052;Kartverket;Tilbaketrukket;02.01.2023;1;Nore og Uvdal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3052;;
Nore og Uvdal;3338;Kartverket;Gyldig;02.01.2023;1;Nore og Uvdal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3338;;
Notodden;4005;Kartverket;Gyldig;02.01.2023;1;Notodden;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4005;;
Notodden;0807;Kartverket;Tilbaketrukket;02.01.2023;1;Notodden;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0807;;
Notodden;3808;Kartverket;Tilbaketrukket;02.01.2023;1;Notodden;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3808;;
Nærøy;5051;Kartverket;Tilbaketrukket;02.01.2023;1;Nærøy;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5051;;
Nærøy;1751;Kartverket;Tilbaketrukket;02.01.2023;1;Nærøy;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1751;;
Nærøysund;5060;Kartverket;Gyldig;02.01.2023;1;Nærøysund;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5060;;
Nøtterøy;0722;Kartverket;Tilbaketrukket;02.01.2023;1;Nøtterøy;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0722;;
Odda;1228;Kartverket;Tilbaketrukket;02.01.2023;1;Odda;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1228;;
Onsøy;0134;Kartverket;Tilbaketrukket;02.01.2023;1;Onsøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0134;;
Oppdal;1634;Kartverket;Tilbaketrukket;02.01.2023;1;Oppdal;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1634;;
Oppdal;5021;Kartverket;Gyldig;02.01.2023;1;Oppdal;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5021;;
Oppegård;0217;Kartverket;Tilbaketrukket;02.01.2023;1;Oppegård;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0217;;
Orkdal;5024;Kartverket;Tilbaketrukket;02.01.2023;1;Orkdal;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5024;;
Orkdal;1638;Kartverket;Tilbaketrukket;02.01.2023;1;Orkdal;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1638;;
Orkland;5059;Kartverket;Gyldig;02.01.2023;1;Orkland;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5059;;
Os;3430;Kartverket;Gyldig;02.01.2023;1;Os;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3430;;
Os i Hedmark;0441;Kartverket;Tilbaketrukket;02.01.2023;1;Os i Hedmark;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0441;;
Os i Hordaland;1243;Kartverket;Tilbaketrukket;02.01.2023;1;Os i Hordaland;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1243;;
Osen;5020;Kartverket;Gyldig;02.01.2023;1;Osen;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5020;;
Osen;1633;Kartverket;Tilbaketrukket;02.01.2023;1;Osen;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1633;;
Oslo;0301;Kartverket;Gyldig;02.01.2023;1;Oslo;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0301;;
Osterøy;4630;Kartverket;Gyldig;02.01.2023;1;Osterøy;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4630;;
Osterøy;1253;Kartverket;Tilbaketrukket;02.01.2023;1;Osterøy;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1253;;
Overhalla;1744;Kartverket;Tilbaketrukket;02.01.2023;1;Overhalla;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1744;;
Overhalla;5047;Kartverket;Gyldig;02.01.2023;1;Overhalla;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5047;;
Porsanger - Porsáŋgu - Porsanki;5622;Kartverket;Gyldig;02.01.2023;1;Porsanger - Porsáŋgu - Porsanki;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5622;;
Porsanger – Porsáŋgu – Porsanki;5436;Kartverket;Tilbaketrukket;02.01.2023;1;Porsanger – Porsáŋgu – Porsanki;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5436;;
Porsanger – Porsáŋgu – Porsanki;2020;Kartverket;Tilbaketrukket;02.01.2023;1;Porsanger – Porsáŋgu – Porsanki;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2020;;
